Accession,Clade,genome_count,total_genomes,freq
VFG014131(gb|WP_025297833),2,2,2839,7.044734061289186e-4
VFG014132(gb|WP_012075036),1,256,8740,0.029290617848970253
VFG014132(gb|WP_012075036),2,2,2839,7.044734061289186e-4
VFG014133(gb|WP_012075037),1,941,8740,0.10766590389016019
VFG014133(gb|WP_012075037),2,10,2839,0.003522367030644593
VFG014134(gb|WP_003150897),1,980,8740,0.11212814645308924
VFG014134(gb|WP_003150897),2,10,2839,0.003522367030644593
VFG014135(gb|WP_025297832),1,255,8740,0.02917620137299771
VFG014135(gb|WP_025297832),2,4,2839,0.0014089468122578373
VFG014136(gb|WP_011666598),1,20,8740,0.002288329519450801
VFG014136(gb|WP_011666598),2,271,2839,0.09545614653046848
VFG014137(gb|WP_003138472),1,21,8740,0.002402745995423341
VFG014137(gb|WP_003138472),2,270,2839,0.09510390982740402
VFG014138(gb|WP_003138473),1,20,8740,0.002288329519450801
VFG014138(gb|WP_003138473),2,271,2839,0.09545614653046848
VFG014139(gb|WP_003138474),1,21,8740,0.002402745995423341
VFG014139(gb|WP_003138474),2,271,2839,0.09545614653046848
VFG014140(gb|WP_016254249),1,19,8740,0.002173913043478261
VFG014140(gb|WP_016254249),2,269,2839,0.09475167312433956
VFG014141(gb|WP_003138476),1,17,8740,0.0019450800915331808
VFG014141(gb|WP_003138476),2,257,2839,0.09052483268756605
VFG014142(gb|WP_016254248),1,21,8740,0.002402745995423341
VFG014142(gb|WP_016254248),2,270,2839,0.09510390982740402
VFG014143(gb|WP_003138478),1,20,8740,0.002288329519450801
VFG014143(gb|WP_003138478),2,270,2839,0.09510390982740402
VFG014144(gb|WP_003138479),1,20,8740,0.002288329519450801
VFG014144(gb|WP_003138479),2,271,2839,0.09545614653046848
VFG014145(gb|WP_003138480),1,18,8740,0.002059496567505721
VFG014145(gb|WP_003138480),2,259,2839,0.09122930609369496
VFG014146(gb|WP_003138482),1,21,8740,0.002402745995423341
VFG014146(gb|WP_003138482),2,270,2839,0.09510390982740402
VFG014147(gb|WP_003138484),1,8477,8740,0.9699084668192219
VFG014147(gb|WP_003138484),2,2830,2839,0.9968298696724198
VFG014148(gb|NP_249768),1,8208,8740,0.9391304347826087
VFG014148(gb|NP_249768),2,2586,2839,0.9108841141246918
VFG014149(gb|WP_012076728),1,8197,8740,0.9378718535469107
VFG014149(gb|WP_012076728),2,2580,2839,0.908770693906305
VFG014162(gb|WP_003082150),1,8204,8740,0.9386727688787185
VFG014162(gb|WP_003082150),2,2585,2839,0.9105318774216273
VFG014175(gb|WP_003149706),1,459,8740,0.05251716247139588
VFG014175(gb|WP_003149706),2,1043,2839,0.3673828812962311
VFG014176(gb|WP_003111390),1,8239,8740,0.9426773455377574
VFG014176(gb|WP_003111390),2,2598,2839,0.9151109545614653
VFG014188(gb|WP_012076727),1,4,8740,4.576659038901602e-4
VFG014188(gb|WP_012076727),2,2,2839,7.044734061289186e-4
VFG014189(gb|WP_003086405),1,8597,8740,0.9836384439359268
VFG014189(gb|WP_003086405),2,2839,2839,1
VFG014201(gb|WP_012076726),1,8221,8740,0.9406178489702517
VFG014201(gb|WP_012076726),2,2597,2839,0.9147587178584008
VFG014202(gb|WP_003082159),1,8243,8740,0.9431350114416476
VFG014202(gb|WP_003082159),2,2600,2839,0.9158154279675942
VFG014214(gb|WP_003082164),1,8243,8740,0.9431350114416476
VFG014214(gb|WP_003082164),2,2599,2839,0.9154631912645298
VFG014215(gb|WP_003082164),1,8247,8740,0.9435926773455378
VFG014215(gb|WP_003082164),2,2601,2839,0.9161676646706587
VFG014227(gb|WP_012076725),1,8238,8740,0.9425629290617848
VFG014227(gb|WP_012076725),2,2597,2839,0.9147587178584008
VFG014228(gb|WP_003086407),1,8238,8740,0.9425629290617848
VFG014228(gb|WP_003086407),2,2598,2839,0.9151109545614653
VFG014240(gb|WP_003082169),1,8631,8740,0.9875286041189931
VFG014240(gb|WP_003082169),2,2829,2839,0.9964776329693554
VFG014241(gb|WP_003082169),1,8737,8740,0.9996567505720824
VFG014241(gb|WP_003082169),2,2839,2839,1
VFG014253(gb|WP_012076724),1,208,8740,0.02379862700228833
VFG014253(gb|WP_012076724),2,943,2839,0.3321592109897851
VFG014254(gb|WP_003116316),1,8738,8740,0.9997711670480549
VFG014254(gb|WP_003116316),2,2839,2839,1
VFG014267(gb|WP_003140599),1,3564,8740,0.4077803203661327
VFG014267(gb|WP_003140599),2,451,2839,0.15885875308207115
VFG014279(gb|WP_012076722),1,1,8740,1.1441647597254005e-4
VFG014280(gb|WP_003111492),1,3561,8740,0.40743707093821513
VFG014280(gb|WP_003111492),2,449,2839,0.15815427967594223
VFG014292(gb|WP_012076715),1,3692,8740,0.42242562929061783
VFG014292(gb|WP_012076715),2,2387,2839,0.8407890102148644
VFG014293(gb|WP_003082185),1,3603,8740,0.4122425629290618
VFG014293(gb|WP_003082185),2,451,2839,0.15885875308207115
VFG014304(gb|NP_249784),1,3346,8740,0.382837528604119
VFG014304(gb|NP_249784),2,417,2839,0.14688270517787955
VFG014306(gb|WP_003082188),1,3346,8740,0.382837528604119
VFG014306(gb|WP_003082188),2,417,2839,0.14688270517787955
VFG014319(gb|WP_003140595),1,3599,8740,0.4117848970251716
VFG014319(gb|WP_003140595),2,450,2839,0.1585065163790067
VFG014330(gb|NP_249786),1,3344,8740,0.3826086956521739
VFG014330(gb|NP_249786),2,417,2839,0.14688270517787955
VFG014332(gb|WP_003082192),1,3345,8740,0.38272311212814647
VFG014332(gb|WP_003082192),2,417,2839,0.14688270517787955
VFG014343(gb|NP_249787),1,7844,8740,0.8974828375286041
VFG014343(gb|NP_249787),2,2499,2839,0.8802395209580839
VFG014344(gb|WP_003152328),1,1,8740,1.1441647597254005e-4
VFG014345(gb|WP_003082194),1,7843,8740,0.8973684210526316
VFG014345(gb|WP_003082194),2,2499,2839,0.8802395209580839
VFG014357(gb|WP_003152329),1,9,8740,0.0010297482837528604
VFG014357(gb|WP_003152329),2,4,2839,0.0014089468122578373
VFG014358(gb|WP_003086448),1,8736,8740,0.9995423340961098
VFG014358(gb|WP_003086448),2,2839,2839,1
VFG014364(gb|WP_011534913),1,1,8740,1.1441647597254005e-4
VFG014365(gb|WP_011059970),1,31,8740,0.0035469107551487416
VFG014366(gb|WP_003222863),1,1,8740,1.1441647597254005e-4
VFG014367(gb|WP_012019027),1,1,8740,1.1441647597254005e-4
VFG014369(gb|NP_249789),1,8737,8740,0.9996567505720824
VFG014369(gb|NP_249789),2,2838,2839,0.9996477632969355
VFG014371(gb|WP_003109120),1,8737,8740,0.9996567505720824
VFG014371(gb|WP_003109120),2,2838,2839,0.9996477632969355
VFG014384(gb|WP_003082202),1,8737,8740,0.9996567505720824
VFG014384(gb|WP_003082202),2,2838,2839,0.9996477632969355
VFG014396(gb|WP_003158014),1,8129,8740,0.9300915331807781
VFG014396(gb|WP_003158014),2,2566,2839,0.9038393800634026
VFG014397(gb|WP_003140591),1,8170,8740,0.9347826086956522
VFG014397(gb|WP_003140591),2,2577,2839,0.9077139837971117
VFG014409(gb|WP_012076711),1,8738,8740,0.9997711670480549
VFG014409(gb|WP_012076711),2,2839,2839,1
VFG014410(gb|WP_003109118),1,8739,8740,0.9998855835240275
VFG014410(gb|WP_003109118),2,2839,2839,1
VFG014416(gb|WP_011534909),1,1,8740,1.1441647597254005e-4
VFG014419(gb|WP_012019024),1,1,8740,1.1441647597254005e-4
VFG014420(gb|WP_013983230),1,1,8740,1.1441647597254005e-4
VFG014422(gb|WP_012076710),1,7340,8740,0.8398169336384439
VFG014422(gb|WP_012076710),2,1569,2839,0.5526593871081367
VFG014423(gb|WP_003082212),1,8705,8740,0.9959954233409611
VFG014423(gb|WP_003082212),2,2839,2839,1
VFG014436(gb|WP_003140589),1,8250,8740,0.9439359267734554
VFG014436(gb|WP_003140589),2,2601,2839,0.9161676646706587
VFG014449(gb|WP_003086458),1,8739,8740,0.9998855835240275
VFG014449(gb|WP_003086458),2,2839,2839,1
VFG014452(gb|WP_004664459),1,31,8740,0.0035469107551487416
VFG014461(gb|WP_003158011),1,5354,8740,0.6125858123569794
VFG014461(gb|WP_003158011),2,686,2839,0.2416343783022191
VFG014462(gb|WP_003082220),1,8216,8740,0.940045766590389
VFG014462(gb|WP_003082220),2,2587,2839,0.9112363508277562
VFG014473(gb|NP_250132),1,8731,8740,0.9989702517162471
VFG014473(gb|NP_250132),2,2839,2839,1
VFG014474(gb|WP_012076415),1,1,8740,1.1441647597254005e-4
VFG014475(gb|WP_003140280),1,8730,8740,0.9988558352402745
VFG014475(gb|WP_003140280),2,2839,2839,1
VFG014486(gb|NP_250133),1,8225,8740,0.9410755148741419
VFG014486(gb|NP_250133),2,2593,2839,0.913349771046143
VFG014487(gb|WP_003156948),1,8181,8740,0.9360411899313501
VFG014487(gb|WP_003156948),2,2590,2839,0.9122930609369496
VFG014488(gb|WP_003083042),1,8225,8740,0.9410755148741419
VFG014488(gb|WP_003083042),2,2593,2839,0.913349771046143
VFG014500(gb|WP_012076412),1,8258,8740,0.9448512585812358
VFG014500(gb|WP_012076412),2,2607,2839,0.9182810848890455
VFG014501(gb|WP_003083045),1,8314,8740,0.951258581235698
VFG014501(gb|WP_003083045),2,2726,2839,0.9601972525537161
VFG014510(gb|WP_003243207),1,1,8740,1.1441647597254005e-4
VFG014511(gb|WP_013983226),1,1,8740,1.1441647597254005e-4
VFG014513(gb|WP_012076411),1,8174,8740,0.9352402745995423
VFG014513(gb|WP_012076411),2,2588,2839,0.9115885875308207
VFG014514(gb|WP_003083049),1,8212,8740,0.9395881006864989
VFG014514(gb|WP_003083049),2,2590,2839,0.9122930609369496
VFG014526(gb|WP_012076410),1,1,8740,1.1441647597254005e-4
VFG014526(gb|WP_012076410),2,1,2839,3.522367030644593e-4
VFG014527(gb|WP_003083051),1,8212,8740,0.9395881006864989
VFG014527(gb|WP_003083051),2,2588,2839,0.9115885875308207
VFG014539(gb|WP_003155632),1,8192,8740,0.9372997711670481
VFG014539(gb|WP_003155632),2,2591,2839,0.9126452976400141
VFG014540(gb|WP_003083052),1,8244,8740,0.9432494279176201
VFG014540(gb|WP_003083052),2,2601,2839,0.9161676646706587
VFG014548(gb|WP_011333059),1,2,8740,2.288329519450801e-4
VFG014552(gb|WP_003155633),1,21,8740,0.002402745995423341
VFG014552(gb|WP_003155633),2,14,2839,0.004931313842902431
VFG014553(gb|WP_003083053),1,8016,8740,0.917162471395881
VFG014553(gb|WP_003083053),2,2564,2839,0.9031349066572737
VFG014565(gb|WP_012076409),1,6055,8740,0.6927917620137299
VFG014565(gb|WP_012076409),2,2363,2839,0.8323353293413174
VFG014566(gb|WP_003083054),1,8189,8740,0.9369565217391305
VFG014566(gb|WP_003083054),2,2599,2839,0.9154631912645298
VFG014578(gb|WP_003155636),1,4799,8740,0.5490846681922197
VFG014578(gb|WP_003155636),2,1538,2839,0.5417400493131385
VFG014579(gb|WP_003083056),1,8733,8740,0.9991990846681922
VFG014579(gb|WP_003083056),2,2838,2839,0.9996477632969355
VFG014591(gb|WP_003155638),1,8735,8740,0.9994279176201373
VFG014591(gb|WP_003155638),2,2839,2839,1
VFG014592(gb|WP_003083059),1,8735,8740,0.9994279176201373
VFG014592(gb|WP_003083059),2,2839,2839,1
VFG014598(gb|WP_011534892),1,1,8740,1.1441647597254005e-4
VFG014601(gb|WP_012019015),1,1,8740,1.1441647597254005e-4
VFG014604(gb|WP_012076406),1,3,8740,3.4324942791762013e-4
VFG014604(gb|WP_012076406),2,1,2839,3.522367030644593e-4
VFG014605(gb|WP_003087102),1,8735,8740,0.9994279176201373
VFG014605(gb|WP_003087102),2,2827,2839,0.9957731595632265
VFG014617(gb|WP_003083064),1,8242,8740,0.943020594965675
VFG014617(gb|WP_003083064),2,2587,2839,0.9112363508277562
VFG014618(gb|WP_003083064),1,8248,8740,0.9437070938215103
VFG014618(gb|WP_003083064),2,2589,2839,0.9119408242338851
VFG014622(gb|WP_003254408),1,1,8740,1.1441647597254005e-4
VFG014623(gb|WP_003254408),1,1,8740,1.1441647597254005e-4
VFG014624(gb|WP_011534890),1,1,8740,1.1441647597254005e-4
VFG014629(gb|NP_250146),1,8243,8740,0.9431350114416476
VFG014629(gb|NP_250146),2,2587,2839,0.9112363508277562
VFG014630(gb|WP_003083070),1,8237,8740,0.9424485125858123
VFG014630(gb|WP_003083070),2,2585,2839,0.9105318774216273
VFG014631(gb|WP_003083070),1,8241,8740,0.9429061784897025
VFG014631(gb|WP_003083070),2,2587,2839,0.9112363508277562
VFG014642(gb|NP_252040),1,8246,8740,0.9434782608695652
VFG014642(gb|NP_252040),2,2595,2839,0.9140542444522719
VFG014644(gb|WP_003091731),1,8245,8740,0.9433638443935927
VFG014644(gb|WP_003091731),2,2597,2839,0.9147587178584008
VFG014655(gb|NP_252041),1,8214,8740,0.939816933638444
VFG014655(gb|NP_252041),2,2582,2839,0.9094751673124339
VFG014656(gb|WP_003151922),1,5718,8740,0.654233409610984
VFG014656(gb|WP_003151922),2,1243,2839,0.4378302219091229
VFG014657(gb|WP_003091732),1,8214,8740,0.939816933638444
VFG014657(gb|WP_003091732),2,2582,2839,0.9094751673124339
VFG014668(gb|NP_252042),1,8225,8740,0.9410755148741419
VFG014668(gb|NP_252042),2,2586,2839,0.9108841141246918
VFG014670(gb|WP_003091733),1,8225,8740,0.9410755148741419
VFG014670(gb|WP_003091733),2,2586,2839,0.9108841141246918
VFG014681(gb|NP_253640),1,8739,8740,0.9998855835240275
VFG014681(gb|NP_253640),2,2813,2839,0.9908418457203241
VFG014682(gb|WP_012077641),1,4,8740,4.576659038901602e-4
VFG014682(gb|WP_012077641),2,1,2839,3.522367030644593e-4
VFG014683(gb|WP_003095673),1,8723,8740,0.9980549199084668
VFG014683(gb|WP_003095673),2,2817,2839,0.9922507925325819
VFG014694(gb|NP_253641),1,8266,8740,0.945766590389016
VFG014694(gb|NP_253641),2,2603,2839,0.9168721380767876
VFG014696(gb|WP_003095674),1,8264,8740,0.9455377574370709
VFG014696(gb|WP_003095674),2,2605,2839,0.9175766114829165
VFG014707(gb|NP_250151),1,8244,8740,0.9432494279176201
VFG014707(gb|NP_250151),2,2586,2839,0.9108841141246918
VFG014708(gb|WP_003153718),1,5,8740,5.720823798627002e-4
VFG014708(gb|WP_003153718),2,204,2839,0.0718562874251497
VFG014709(gb|WP_003083089),1,8242,8740,0.943020594965675
VFG014709(gb|WP_003083089),2,2586,2839,0.9108841141246918
VFG014720(gb|NP_250152),1,8264,8740,0.9455377574370709
VFG014720(gb|NP_250152),2,2603,2839,0.9168721380767876
VFG014721(gb|WP_003153720),1,1,8740,1.1441647597254005e-4
VFG014722(gb|WP_003083090),1,8252,8740,0.9441647597254005
VFG014722(gb|WP_003083090),2,2608,2839,0.9186333215921099
VFG014733(gb|NP_252216),1,8295,8740,0.9490846681922197
VFG014733(gb|NP_252216),2,2617,2839,0.92180345191969
VFG014734(gb|WP_012074781),1,8,8740,9.153318077803204e-4
VFG014734(gb|WP_012074781),2,4,2839,0.0014089468122578373
VFG014735(gb|WP_003138116),1,8293,8740,0.9488558352402746
VFG014735(gb|WP_003138116),2,2632,2839,0.9270870024656569
VFG014747(gb|WP_003154318),1,8739,8740,0.9998855835240275
VFG014747(gb|WP_003154318),2,2839,2839,1
VFG014748(gb|WP_003110461),1,8740,8740,1
VFG014748(gb|WP_003110461),2,2839,2839,1
VFG014754(gb|WP_011535583),1,1,8740,1.1441647597254005e-4
VFG014755(gb|WP_011059377),1,1,8740,1.1441647597254005e-4
VFG014757(gb|WP_003243115),1,1,8740,1.1441647597254005e-4
VFG014759(gb|WP_074197298),1,8740,8740,1
VFG014759(gb|WP_074197298),2,2839,2839,1
VFG014760(gb|WP_003138103),1,8740,8740,1
VFG014760(gb|WP_003138103),2,2839,2839,1
VFG014771(gb|WP_012074769),1,8740,8740,1
VFG014771(gb|WP_012074769),2,2839,2839,1
VFG014772(gb|WP_003092101),1,8740,8740,1
VFG014772(gb|WP_003092101),2,2839,2839,1
VFG014783(gb|WP_012074768),1,8740,8740,1
VFG014783(gb|WP_012074768),2,2839,2839,1
VFG014784(gb|WP_003110463),1,8740,8740,1
VFG014784(gb|WP_003110463),2,2839,2839,1
VFG014796(gb|WP_012074767),1,8740,8740,1
VFG014796(gb|WP_012074767),2,2839,2839,1
VFG014797(gb|WP_003138101),1,8740,8740,1
VFG014797(gb|WP_003138101),2,2839,2839,1
VFG014808(gb|WP_012074766),1,8740,8740,1
VFG014808(gb|WP_012074766),2,2839,2839,1
VFG014809(gb|WP_003138099),1,8740,8740,1
VFG014809(gb|WP_003138099),2,2839,2839,1
VFG014820(gb|WP_012074765),1,8740,8740,1
VFG014820(gb|WP_012074765),2,2839,2839,1
VFG014821(gb|WP_003092107),1,8740,8740,1
VFG014821(gb|WP_003092107),2,2839,2839,1
VFG014832(gb|WP_012074764),1,8661,8740,0.9909610983981694
VFG014832(gb|WP_012074764),2,2833,2839,0.9978865797816132
VFG014833(gb|WP_003092108),1,8740,8740,1
VFG014833(gb|WP_003092108),2,2839,2839,1
VFG014844(gb|WP_012074763),1,8740,8740,1
VFG014844(gb|WP_012074763),2,2839,2839,1
VFG014845(gb|WP_003138085),1,8740,8740,1
VFG014845(gb|WP_003138085),2,2839,2839,1
VFG014849(gb|WP_010952409),2,1,2839,3.522367030644593e-4
VFG014851(gb|WP_011535591),2,1,2839,3.522367030644593e-4
VFG014857(gb|WP_003157810),1,8738,8740,0.9997711670480549
VFG014857(gb|WP_003157810),2,2837,2839,0.9992955265938711
VFG014858(gb|WP_003092111),1,8739,8740,0.9998855835240275
VFG014858(gb|WP_003092111),2,2839,2839,1
VFG014869(gb|WP_012074762),1,8242,8740,0.943020594965675
VFG014869(gb|WP_012074762),2,2594,2839,0.9137020077492075
VFG014870(gb|WP_003138083),1,8242,8740,0.943020594965675
VFG014870(gb|WP_003138083),2,2594,2839,0.9137020077492075
VFG014881(gb|WP_012074761),1,8740,8740,1
VFG014881(gb|WP_012074761),2,2839,2839,1
VFG014882(gb|WP_003092113),1,8740,8740,1
VFG014882(gb|WP_003092113),2,2839,2839,1
VFG014885(gb|WP_011167899),1,1,8740,1.1441647597254005e-4
VFG014886(gb|WP_003251742),1,1,8740,1.1441647597254005e-4
VFG014893(gb|NP_254009),1,8740,8740,1
VFG014893(gb|NP_254009),2,2839,2839,1
VFG014894(gb|WP_012077935),1,7,8740,8.009153318077803e-4
VFG014894(gb|WP_012077935),2,6,2839,0.0021134202183867557
VFG014895(gb|WP_016254361),1,8740,8740,1
VFG014895(gb|WP_016254361),2,2839,2839,1
VFG014907(gb|WP_003085543),1,8232,8740,0.9418764302059497
VFG014907(gb|WP_003085543),2,2593,2839,0.913349771046143
VFG014908(gb|WP_003085543),1,8239,8740,0.9426773455377574
VFG014908(gb|WP_003085543),2,2595,2839,0.9140542444522719
VFG014920(gb|WP_003150208),1,6271,8740,0.7175057208237986
VFG014920(gb|WP_003150208),2,2238,2839,0.7883057414582599
VFG014921(gb|WP_003101958),1,8237,8740,0.9424485125858123
VFG014921(gb|WP_003101958),2,2595,2839,0.9140542444522719
VFG014933(gb|WP_012077034),1,1,8740,1.1441647597254005e-4
VFG014934(gb|WP_003140937),1,8287,8740,0.9481693363844393
VFG014934(gb|WP_003140937),2,2612,2839,0.9200422684043678
VFG014946(gb|WP_003150212),1,3,8740,3.4324942791762013e-4
VFG014947(gb|WP_003140935),1,8210,8740,0.9393592677345538
VFG014947(gb|WP_003140935),2,2590,2839,0.9122930609369496
VFG014950(gb|NP_249457),1,8739,8740,0.9998855835240275
VFG014950(gb|NP_249457),2,2838,2839,0.9996477632969355
VFG014951(gb|WP_012077033),1,8738,8740,0.9997711670480549
VFG014951(gb|WP_012077033),2,2838,2839,0.9996477632969355
VFG014952(gb|WP_003140933),1,8739,8740,0.9998855835240275
VFG014952(gb|WP_003140933),2,2838,2839,0.9996477632969355
VFG014964(gb|WP_003157680),1,8162,8740,0.9338672768878719
VFG014964(gb|WP_003157680),2,2592,2839,0.9129975343430785
VFG014965(gb|WP_003096397),1,8259,8740,0.9449656750572082
VFG014965(gb|WP_003096397),2,2603,2839,0.9168721380767876
VFG014977(gb|WP_012077870),1,8220,8740,0.9405034324942791
VFG014977(gb|WP_012077870),2,2535,2839,0.8929200422684044
VFG014978(gb|WP_003096404),1,8737,8740,0.9996567505720824
VFG014978(gb|WP_003096404),2,2833,2839,0.9978865797816132
VFG014984(gb|NP_253136),1,8739,8740,0.9998855835240275
VFG014984(gb|NP_253136),2,2839,2839,1
VFG014985(gb|WP_012077206),1,80,8740,0.009153318077803204
VFG014985(gb|WP_012077206),2,1749,2839,0.6160619936597393
VFG014986(gb|WP_003094320),1,8740,8740,1
VFG014986(gb|WP_003094320),2,2839,2839,1
VFG014997(gb|NP_252722),1,8192,8740,0.9372997711670481
VFG014997(gb|NP_252722),2,2579,2839,0.9084184572032405
VFG014999(gb|WP_003093256),1,8191,8740,0.9371853546910756
VFG014999(gb|WP_003093256),2,2579,2839,0.9084184572032405
VFG015000(gb|NP_252339),1,8740,8740,1
VFG015000(gb|NP_252339),2,2839,2839,1
VFG015001(gb|WP_012074695),1,8739,8740,0.9998855835240275
VFG015001(gb|WP_012074695),2,2839,2839,1
VFG015002(gb|WP_003138017),1,8740,8740,1
VFG015002(gb|WP_003138017),2,2839,2839,1
VFG015015(gb|WP_011666786),1,7546,8740,0.8633867276887872
VFG015015(gb|WP_011666786),2,1768,2839,0.6227544910179641
VFG015027(gb|WP_003154610),1,3,8740,3.4324942791762013e-4
VFG015028(gb|WP_003120370),1,8234,8740,0.9421052631578948
VFG015028(gb|WP_003120370),2,2597,2839,0.9147587178584008
VFG015040(gb|WP_012074800),1,2,8740,2.288329519450801e-4
VFG015040(gb|WP_012074800),2,7,2839,0.0024656569214512153
VFG015041(gb|WP_003092013),1,8217,8740,0.9401601830663615
VFG015041(gb|WP_003092013),2,2605,2839,0.9175766114829165
VFG015043(gb|WP_003155939),1,1,8740,1.1441647597254005e-4
VFG015044(gb|WP_003092007),1,8685,8740,0.9937070938215103
VFG015044(gb|WP_003092007),2,2820,2839,0.9933075026417753
VFG015045(gb|NP_249821),1,8262,8740,0.9453089244851258
VFG015045(gb|NP_249821),2,2613,2839,0.9203945051074321
VFG015046(gb|WP_003140566),1,8242,8740,0.943020594965675
VFG015046(gb|WP_003140566),2,2632,2839,0.9270870024656569
VFG015048(gb|WP_003119559),1,10,8740,0.0011441647597254005
VFG015048(gb|WP_003119559),2,20,2839,0.007044734061289186
VFG015049(gb|WP_003119559),1,8181,8740,0.9360411899313501
VFG015049(gb|WP_003119559),2,2543,2839,0.8957379358929201
VFG015052(gb|WP_003138177),1,8168,8740,0.9345537757437071
VFG015052(gb|WP_003138177),2,2516,2839,0.8862275449101796
VFG015054(gb|WP_012076422),1,22,8740,0.002517162471395881
VFG015054(gb|WP_012076422),2,18,2839,0.0063402606551602675
VFG015055(gb|WP_003082999),1,8111,8740,0.9280320366132723
VFG015055(gb|WP_003082999),2,2568,2839,0.9045438534695315
VFG015057(gb|WP_003151020),1,16,8740,0.0018306636155606408
VFG015058(gb|WP_003083017),1,8114,8740,0.9283752860411899
VFG015058(gb|WP_003083017),2,2570,2839,0.9052483268756605
VFG015067(gb|NP_249619),1,8736,8740,0.9995423340961098
VFG015067(gb|NP_249619),2,2838,2839,0.9996477632969355
VFG015068(gb|WP_003156446),1,5,8740,5.720823798627002e-4
VFG015068(gb|WP_003156446),2,1,2839,3.522367030644593e-4
VFG015069(gb|WP_003102426),1,8736,8740,0.9995423340961098
VFG015069(gb|WP_003102426),2,2838,2839,0.9996477632969355
VFG015070(gb|WP_011103673),1,10,8740,0.0011441647597254005
VFG015075(gb|WP_011532652),1,62,8740,0.007093821510297483
VFG015075(gb|WP_011532652),2,8,2839,0.0028178936245156746
VFG015080(gb|NP_251276),1,8243,8740,0.9431350114416476
VFG015080(gb|NP_251276),2,2591,2839,0.9126452976400141
VFG015081(gb|WP_003090351),1,8214,8740,0.939816933638444
VFG015081(gb|WP_003090351),2,2587,2839,0.9112363508277562
VFG015082(gb|WP_003090351),1,8243,8740,0.9431350114416476
VFG015082(gb|WP_003090351),2,2591,2839,0.9126452976400141
VFG015094(gb|WP_003087668),1,8674,8740,0.9924485125858123
VFG015094(gb|WP_003087668),2,2839,2839,1
VFG015096(gb|WP_003132884),1,8218,8740,0.94027459954233406
VFG015096(gb|WP_003132884),2,2601,2839,0.9161676646706587
VFG015100(gb|WP_003087674),1,8208,8740,0.9391304347826087
VFG015100(gb|WP_003087674),2,2595,2839,0.9140542444522719
VFG015102(gb|WP_003140061),1,8237,8740,0.9424485125858123
VFG015102(gb|WP_003140061),2,2611,2839,0.9196900317013033
VFG015104(gb|WP_011666708),1,7656,8740,0.8759725400457666
VFG015104(gb|WP_011666708),2,2690,2839,0.9475167312433955
VFG015106(gb|WP_003140046),1,8172,8740,0.9350114416475973
VFG015106(gb|WP_003140046),2,2590,2839,0.9122930609369496
VFG015108(gb|WP_003100796),1,8698,8740,0.9951945080091533
VFG015108(gb|WP_003100796),2,2839,2839,1
VFG015110(gb|WP_003087692),1,8218,8740,0.94027459954233406
VFG015110(gb|WP_003087692),2,2604,2839,0.9172243747798521
VFG015114(gb|WP_003087694),1,8161,8740,0.9337528604118993
VFG015114(gb|WP_003087694),2,2583,2839,0.9098274040154984
VFG015116(gb|WP_003140044),1,8157,8740,0.9332951945080091
VFG015116(gb|WP_003140044),2,2581,2839,0.9091229306093696
VFG015118(gb|WP_003113547),1,8133,8740,0.9305491990846682
VFG015118(gb|WP_003113547),2,2579,2839,0.9084184572032405
VFG015120(gb|WP_003087696),1,8696,8740,0.9949656750572082
VFG015120(gb|WP_003087696),2,2839,2839,1
VFG015122(gb|WP_003100791),1,8174,8740,0.9352402745995423
VFG015122(gb|WP_003100791),2,2587,2839,0.9112363508277562
VFG015124(gb|WP_003109501),1,8062,8740,0.9224256292906179
VFG015124(gb|WP_003109501),2,2566,2839,0.9038393800634026
VFG015126(gb|WP_003109502),1,8219,8740,0.9403890160183066
VFG015126(gb|WP_003109502),2,2608,2839,0.9186333215921099
VFG015128(gb|WP_003087708),1,8190,8740,0.937070938215103
VFG015128(gb|WP_003087708),2,2592,2839,0.9129975343430785
VFG015130(gb|WP_003087710),1,8695,8740,0.9948512585812357
VFG015130(gb|WP_003087710),2,2839,2839,1
VFG015132(gb|WP_003109504),1,8200,8740,0.9382151029748284
VFG015132(gb|WP_003109504),2,2606,2839,0.917928848185981
VFG015134(gb|WP_003109505),1,8159,8740,0.9335240274599542
VFG015134(gb|WP_003109505),2,2586,2839,0.9108841141246918
VFG015136(gb|WP_003109506),1,7977,8740,0.912700228832952
VFG015136(gb|WP_003109506),2,2553,2839,0.8992603029235646
VFG015138(gb|WP_003117721),1,8149,8740,0.9323798627002289
VFG015138(gb|WP_003117721),2,2584,2839,0.9101796407185628
VFG015140(gb|WP_003120334),1,8198,8740,0.9379862700228833
VFG015140(gb|WP_003120334),2,2600,2839,0.9158154279675942
VFG015142(gb|WP_003109509),1,8197,8740,0.9378718535469107
VFG015142(gb|WP_003109509),2,2600,2839,0.9158154279675942
VFG015144(gb|WP_003109510),1,8157,8740,0.9332951945080091
VFG015144(gb|WP_003109510),2,2586,2839,0.9108841141246918
VFG015146(gb|WP_003140040),1,8682,8740,0.9933638443935927
VFG015146(gb|WP_003140040),2,2839,2839,1
VFG015148(gb|WP_003132859),1,8683,8740,0.9934782608695653
VFG015148(gb|WP_003132859),2,2839,2839,1
VFG015150(gb|WP_003100751),1,7977,8740,0.912700228832952
VFG015150(gb|WP_003100751),2,2549,2839,0.8978513561113068
VFG015152(gb|WP_003087729),1,8015,8740,0.9170480549199085
