Condition,Gene_file,Gene_mean_dnds,N_pairwise_values
Clade A vs. A reference,VFG019759.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.03463286540049546,8477
Clade A vs. A reference,VFG019761.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.0452735030970406,8718
Clade A vs. A reference,VFG019768.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.018275454754777803,8686
Clade A vs. A reference,VFG019771.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.16545575778388277,8736
Clade A vs. A reference,VFG019773.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.010649900480037465,8541
Clade A vs. A reference,VFG019790.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.11132684611719867,8396
Clade A vs. A reference,VFG019797.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.013935689170182843,8532
Clade A vs. A reference,VFG019805.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.010471539172636931,8654
Clade A vs. A reference,VFG019807.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.07513017929590368,7641
Clade A vs. A reference,VFG019823.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.009223963775687913,8613
Clade A vs. A reference,VFG019825.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.04442630396215257,8455
Clade A vs. A reference,VFG019827.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.07547262001156739,8645
Clade A vs. A reference,VFG019831.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.03486720932917677,8661
Clade A vs. A reference,VFG019833.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.0019243574901597594,8638
Clade A vs. A reference,VFG019837.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.02155380381604697,8176
Clade A vs. A reference,VFG019841.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.13944539643515674,8135
Clade A vs. A reference,VFG019859.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.019032309285467727,8691
Clade A vs. A reference,VFG019861.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.030086721039887857,7847
Clade A vs. A reference,VFG019873.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.01738922326632568,8407
Clade A vs. A reference,VFG019885.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.02281164131501472,8152
Clade A vs. A reference,VFG019887.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.025361947004608296,8680
Clade A vs. A reference,VFG019889.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.11825797445015146,7593
Clade A vs. A reference,VFG019891.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.08578600074266618,8079
Clade A vs. A reference,VFG019893.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.07497256527657468,8081
Clade A vs. A reference,VFG019895.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.06225645519624783,8102
Clade A vs. A reference,VFG019897.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.050331937172774864,7067
Clade A vs. A reference,VFG019899.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.0920338786551591,7763
Clade A vs. A reference,VFG019901.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.03159442753453524,8542
Clade A vs. A reference,VFG019905.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.043104467883384685,8438
Clade A vs. A reference,VFG019907.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.2608470821917808,7300
Clade A vs. A reference,VFG019916.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.02295124721864387,8539
Clade A vs. A reference,VFG019921.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.023614969989408027,8497
Clade A vs. A reference,VFG019924.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.12452739330269207,7615
Clade A vs. A reference,VFG019932.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.09738992048643592,8552
Clade A vs. A reference,VFG019941.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.032273298189319274,8726
Clade A vs. A reference,VFG019945.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.06029511424404472,8228
Clade A vs. A reference,VFG019951.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.05402748620406247,8517
Clade A vs. A reference,VFG019957.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.04654249970494512,8473
Clade A vs. A reference,VFG019961.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.10743987190757252,7963
Clade A vs. A reference,VFG019968.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.04878866489159376,7887
Clade A vs. A reference,VFG019969.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.13056415711947628,6721
Clade A vs. A reference,VFG019979.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.2934431349782294,6890
Clade A vs. A reference,VFG019981.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.027976618403733396,8357
Clade A vs. A reference,VFG019983.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.09282880419773544,7242
Clade A vs. A reference,VFG019987.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.1346594041450777,7720
Clade A vs. A reference,VFG019993.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.07122593746394369,8667
Clade A vs. A reference,VFG019995.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.021458416676708038,8299
Clade A vs. A reference,VFG019997.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.013920334094459799,8321
Clade A vs. A reference,VFG020001.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.1581570788141721,6915
Clade A vs. A reference,VFG020003.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.2353983178726036,8085
Clade A vs. A reference,VFG020007.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.015223113480931959,8627
Clade A vs. A reference,VFG020014.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.04744696327683616,8496
Clade A vs. A reference,VFG020016.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.01729532896277219,8542
Clade A vs. A reference,VFG020018.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.23785348410757945,8180
Clade A vs. A reference,VFG020020.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.06416779319041614,7930
Clade A vs. A reference,VFG020026.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.036817900215818204,7877
Clade A vs. A reference,VFG020036.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.024555077954247415,6863
Clade A vs. A reference,VFG020037.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.04911540768077499,8671
Clade A vs. A reference,VFG020038.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.08077620198115487,8278
Clade A vs. A reference,VFG020039.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.09884085525495574,8021
Clade A vs. A reference,VFG020040.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.012034965208747514,8048
Clade A vs. A reference,VFG020041.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.07351840469208211,8525
Clade A vs. A reference,VFG020043.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.06377539932377288,8577
Clade A vs. A reference,VFG020044.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.21586580960742505,7973
Clade A vs. A reference,VFG020045.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.041595189782764386,8378
Clade A vs. A reference,VFG020047.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.18273426088998473,8517
Clade A vs. A reference,VFG020049.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.10876619988207548,6784
Clade A vs. A reference,VFG020051.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.10092371332371333,8316
Clade A vs. A reference,VFG020072.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.03743462475350887,8621
Clade A vs. A reference,VFG020074.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.10640052637601556,8739
Clade A vs. A reference,VFG020086.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.2553968659468001,7594
Clade A vs. A reference,VFG020087.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.24423934620395593,8443
Clade A vs. A reference,VFG020088.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.17956148388091933,6483
Clade A vs. A reference,VFG020089.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.18896214947922627,8737
Clade A vs. A reference,VFG020090.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.2586041204250295,8470
Clade A vs. A reference,VFG020092.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.19200278275409052,8373
Clade A vs. A reference,VFG020095.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.08302088648370055,7761
Clade A vs. A reference,VFG020096.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.05768914328846396,7949
Clade A vs. A reference,VFG040875.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.35030756262801327,6347
Clade A vs. A reference,VFG040877.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.15800614607710312,8119
Clade A vs. A reference,VFG040878.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.02752138043225657,8606
Clade A vs. A reference,VFG040879.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.06888691769249336,8286
Clade A vs. A reference,VFG041011.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.0032880486322188407,8225
Clade A vs. A reference,VFG041012.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.1491638228377319,7654
Clade A vs. A reference,VFG041014.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.0738064380769692,8341
Clade A vs. A reference,VFG041016.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.010745971948533673,8627
Clade A vs. A reference,VFG041018.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.09739530776992936,7928
Clade A vs. A reference,VFG041019.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.02602861367837338,8115
Clade A vs. A reference,VFG041020.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.1722927836243784,8647
Clade A vs. A reference,VFG041021.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.07754586348287505,8292
Clade A vs. A reference,VFG041023.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.2577965549132948,8650
Clade A vs. A reference,VFG041025.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.019203996271699872,8583
Clade A vs. A reference,VFG041027.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.09594331344331344,8547
Clade A vs. A reference,VFG041031.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.02731038219529247,8582
Clade A vs. A reference,VFG041032.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.18416662630543362,6607
Clade A vs. A reference,VFG041033.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.1988722247918594,8648
Clade A vs. A reference,VFG041035.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.0997787546641791,8576
Clade A vs. A reference,VFG041038.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.015453744798890428,8652
Clade A vs. A reference,VFG041041.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.14840532256148273,8417
Clade A vs. A reference,VFG041042.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.16068591265131732,8426
Clade A vs. A reference,VFG041043.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.08428783892927195,8667
Clade A vs. A reference,VFG041047.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.015890744466800805,8449
Clade A vs. A reference,VFG042297.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.139302339950046,7607
Clade A vs. A reference,VFG042695.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.16712704811443435,8459
Clade A vs. A reference,VFG042696.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.10544358504398826,8184
Clade A vs. A reference,VFG042698.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.1913130266343826,6195
Clade A vs. A reference,VFG042699.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.2115705724299065,8560
Clade A vs. A reference,VFG042701.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.3664485921382771,7174
Clade A vs. A reference,VFG042706.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.05642624860577519,8069
Clade A vs. A reference,VFG042735.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.012806340772228126,8469
Clade A vs. A reference,VFG042736.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.017897744180465563,8334
Clade A vs. A reference,VFG042738.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.05706220233799971,6929
Clade A vs. A reference,VFG042740.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.11701998161553488,8703
Clade A vs. A reference,VFG042744.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.18087191413237924,7826
Clade A vs. A reference,VFG042749.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.06483127674750358,8412
Clade A vs. A reference,VFG042750.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.01146880193905817,8664
Clade A vs. A reference,VFG042751.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.06007396747396747,8547
Clade A vs. A reference,VFG043014.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.08136388272398085,8561
Clade A vs. A reference,VFG043015.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.041579028041825096,8416
Clade A vs. A reference,VFG043480.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.03255550159895772,8443
Clade A vs. A reference,VFG043648.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.015823304562268804,8110
Clade A vs. A reference,VFG043810.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.3375327487431311,8553
Clade A vs. A reference,VFG044081.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.15318444102420595,7147
Clade A vs. A reference,VFG044089.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.08954922309833024,8624
Clade A vs. A reference,VFG044090.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.06585900889767672,8092
Clade A vs. A reference,VFG044091.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.1533947012802276,8436
Clade A vs. A reference,VFG044093.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.14710552610654654,7546
Clade A vs. A reference,VFG044096.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.10959751896130607,7779
Clade A vs. A reference,VFG044097.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.3384336024844721,6440
Clade A vs. A reference,VFG044101.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.01938459338473017,8042
Clade A vs. A reference,VFG044103.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.10316212686567165,8576
Clade A vs. A reference,VFG044104.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.08620241879751209,7235
Clade A vs. A reference,VFG044448.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.16129218027160125,6701
Clade A vs. A reference,VFG050297.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.021862880687925475,8373
Clade A vs. A reference,VFG050300.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.058486625416468346,8404
Clade A vs. A reference,VFG051484.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.2062610600137963,8698
Clade A vs. A reference,VFG051485.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.07442569341258047,8076
Clade A vs. A reference,VFG051487.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.18481636900937945,7783
Clade A vs. A reference,VFG051488.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.27297649086521886,8703
Clade A vs. A reference,VFG051489.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.12877028720626632,7660
Clade A vs. A reference,VFG051491.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.12313188425485669,7361
Clade A vs. A reference,VFG051504.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.0738064380769692,8341
Clade A vs. A reference,VFG051507.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.0738064380769692,8341
Clade A vs. A reference,VFG051519.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.010745971948533673,8627
Clade A vs. A reference,VFG051522.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.010745971948533673,8627
Clade A vs. A reference,VFG051535.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.1319343675131768,8348
Clade A vs. A reference,VFG051538.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.1319343675131768,8348
Clade A vs. A reference,VFG051543.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.02446132052529183,8224
Clade A vs. A reference,VFG051546.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.026522607927291084,7922
Clade A vs. A reference,VFG051551.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.17229263328321962,8647
Clade A vs. A reference,VFG051554.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.1722927836243784,8647
Clade A vs. A reference,VFG051567.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.019203996271699872,8583
Clade A vs. A reference,VFG051568.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.019203996271699872,8583
Clade A vs. A reference,VFG051570.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.019203996271699872,8583
Clade A vs. A reference,VFG051583.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.09594331344331344,8547
Clade A vs. A reference,VFG051584.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.09592544752544752,8547
Clade A vs. A reference,VFG051586.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.09592544752544752,8547
Clade A vs. A reference,VFG051593.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.21296659536990434,7948
Clade A vs. A reference,VFG051596.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.21332872136183284,7813
Clade A vs. A reference,VFG051601.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.18416662630543362,6607
Clade A vs. A reference,VFG051602.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.18416689874375664,6607
Clade A vs. A reference,VFG051604.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.18416689874375664,6607
Clade A vs. A reference,VFG051606.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.1988722247918594,8648
Clade A vs. A reference,VFG051607.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.1988722247918594,8648
Clade A vs. A reference,VFG051609.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.198878341813136,8648
Clade A vs. A reference,VFG051616.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.09967075218658891,8575
Clade A vs. A reference,VFG051617.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.0997787546641791,8576
Clade A vs. A reference,VFG051619.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.09974514285714285,8575
Clade A vs. A reference,VFG051626.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.015453744798890428,8652
Clade A vs. A reference,VFG051627.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.015453744798890428,8652
Clade A vs. A reference,VFG051629.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.015453744798890428,8652
Clade A vs. A reference,VFG051641.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.14840092669597243,8417
Clade A vs. A reference,VFG051642.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.14840092669597243,8417
Clade A vs. A reference,VFG051644.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.14840092669597243,8417
Clade A vs. A reference,VFG051646.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.16109342371268878,8409
Clade A vs. A reference,VFG051647.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.162712581188357,8314
Clade A vs. A reference,VFG051649.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.16212611503049149,8363
Clade A vs. A reference,VFG051651.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.08444202146071306,8667
Clade A vs. A reference,VFG051652.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,1.3153883076923076,5525
Clade A vs. A reference,VFG051654.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.08444202146071306,8667
Clade A vs. A reference,VFG051661.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.22392889892323722,8637
Clade A vs. A reference,VFG051663.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.2115890725008728,8593
Clade A vs. A reference,VFG051818.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.015890744466800805,8449
Clade A vs. A reference,VFG051819.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.015894247839981064,8449
Clade A vs. A reference,VFG051821.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.015890744466800805,8449
Clade A vs. A reference,VFG051830.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.20635189698781325,8698
Clade A vs. A reference,VFG051833.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.2062733961830306,8698
Clade A vs. A reference,VFG051834.nogap.dedup.nt_ali_1v1_G1_groupwise_dnds.csv,0.07442569341258047,8076
Clade A vs. B reference,VFG000115.nogap.dedup.nt_ali_1v0_G1_groupwise_dnds.csv,0.1337224427837459,8564
Clade A vs. B reference,VFG000116.nogap.dedup.nt_ali_1v0_G1_groupwise_dnds.csv,0.325076299765808,4270
Clade A vs. B reference,VFG000120.nogap.dedup.nt_ali_1v0_G1_groupwise_dnds.csv,0.02922013600737667,8676
Clade A vs. B reference,VFG000122.nogap.dedup.nt_ali_1v0_G1_groupwise_dnds.csv,-0.01276802446342027,8666
Clade A vs. B reference,VFG000123.nogap.dedup.nt_ali_1v0_G1_groupwise_dnds.csv,0.022682672901796697,8126
Clade A vs. B reference,VFG000124.nogap.dedup.nt_ali_1v0_G1_groupwise_dnds.csv,0.019754473684210527,8740
Clade A vs. B reference,VFG000125.nogap.dedup.nt_ali_1v0_G1_groupwise_dnds.csv,0.27048221673718853,8508
Clade A vs. B reference,VFG000126.nogap.dedup.nt_ali_1v0_G1_groupwise_dnds.csv,0.16214152173913043,8740
Clade A vs. B reference,VFG000127.nogap.dedup.nt_ali_1v0_G1_groupwise_dnds.csv,0.05277303203661327,8740
Clade A vs. B reference,VFG000128.nogap.dedup.nt_ali_1v0_G1_groupwise_dnds.csv,0.03052296771238837,8734
Clade A vs. B reference,VFG000129.nogap.dedup.nt_ali_1v0_G1_groupwise_dnds.csv,0.03467652243589744,8736
Clade A vs. B reference,VFG000130.nogap.dedup.nt_ali_1v0_G1_groupwise_dnds.csv,0.09159455252918289,8738
Clade A vs. B reference,VFG000131.nogap.dedup.nt_ali_1v0_G1_groupwise_dnds.csv,0.026988395005155232,8729
Clade A vs. B reference,VFG000133.nogap.dedup.nt_ali_1v0_G1_groupwise_dnds.csv,0.015830861581920902,8496
Clade A vs. B reference,VFG000139.nogap.dedup.nt_ali_1v0_G1_groupwise_dnds.csv,0.21607200860446357,7438
Clade A vs. B reference,VFG000141.nogap.dedup.nt_ali_1v0_G1_groupwise_dnds.csv,0.28317154994259464,8710
Clade A vs. B reference,VFG000142.nogap.dedup.nt_ali_1v0_G1_groupwise_dnds.csv,0.12269248910535761,7802
Clade A vs. B reference,VFG000143.nogap.dedup.nt_ali_1v0_G1_groupwise_dnds.csv,0.047568899576319705,8733
Clade A vs. B reference,VFG000144.nogap.dedup.nt_ali_1v0_G1_groupwise_dnds.csv,0.09988235979946367,8577
Clade A vs. B reference,VFG000145.nogap.dedup.nt_ali_1v0_G1_groupwise_dnds.csv,0.1092708998965636,8701
Clade A vs. B reference,VFG000146.nogap.dedup.nt_ali_1v0_G1_groupwise_dnds.csv,0.08951127260242618,8738
Clade A vs. B reference,VFG000148.nogap.dedup.nt_ali_1v0_G1_groupwise_dnds.csv,0.1416649043062201,8360
Clade A vs. B reference,VFG000155.nogap.dedup.nt_ali_1v0_G1_groupwise_dnds.csv,0.029385456229735988,8636
Clade A vs. B reference,VFG000157.nogap.dedup.nt_ali_1v0_G1_groupwise_dnds.csv,0.16053976838448175,8635
Clade A vs. B reference,VFG000164.nogap.dedup.nt_ali_1v0_G1_groupwise_dnds.csv,0.07133954607977991,8724
Clade A vs. B reference,VFG000165.nogap.dedup.nt_ali_1v0_G1_groupwise_dnds.csv,0.1657576218814374,8738
Clade A vs. B reference,VFG000166.nogap.dedup.nt_ali_1v0_G1_groupwise_dnds.csv,0.18938780320366133,8740
Clade A vs. B reference,VFG000168.nogap.dedup.nt_ali_1v0_G1_groupwise_dnds.csv,0.12232602187679907,8685
Clade A vs. B reference,VFG000171.nogap.dedup.nt_ali_1v0_G1_groupwise_dnds.csv,0.1810843195604899,8737
Clade A vs. B reference,VFG000172.nogap.dedup.nt_ali_1v0_G1_groupwise_dnds.csv,0.06967982588508416,8615
Clade A vs. B reference,VFG000173.nogap.dedup.nt_ali_1v0_G1_groupwise_dnds.csv,0.04956285320468642,8706
Clade A vs. B reference,VFG000175.nogap.dedup.nt_ali_1v0_G1_groupwise_dnds.csv,0.03843280174391923,8716
Clade A vs. B reference,VFG000176.nogap.dedup.nt_ali_1v0_G1_groupwise_dnds.csv,0.09077056394525719,8476
Clade A vs. B reference,VFG000181.nogap.dedup.nt_ali_1v0_G1_groupwise_dnds.csv,0.01846637624670412,8723
Clade A vs. B reference,VFG000182.nogap.dedup.nt_ali_1v0_G1_groupwise_dnds.csv,0.019502872182171872,8739
Clade A vs. B reference,VFG000185.nogap.dedup.nt_ali_1v0_G1_groupwise_dnds.csv,0.08053531307550645,8688
Clade A vs. B reference,VFG000192.nogap.dedup.nt_ali_1v0_G1_groupwise_dnds.csv,0.055237313953488375,8600
