VFG_ID,alignment_path,alignment_found,analysis_success,error_message,n_sequences_total,n_sequences_usable,proportion_sequences_usable,alignment_length_nt,alignment_length_codons,trailing_non_codon_nt,gap_fraction,ambiguous_fraction,bad_character_fraction,usable_codon_count,usable_codon_fraction
VFG014473,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG014473.nogap.dedup/VFG014473.nogap.dedup.nt_ali.fasta,True,True,,11570,0,0.0,1677,559,0,0.2344340971886147,8.246194252505683e-07,0.23443492180803993,428,0.7656529516994633
VFG014475,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG014475.nogap.dedup/VFG014475.nogap.dedup.nt_ali.fasta,True,True,,11569,0,0.0,1677,559,0,0.2344330223063888,8.24690703617346e-07,0.2344338469970924,428,0.7656529516994633
VFG014579,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG014579.nogap.dedup/VFG014579.nogap.dedup.nt_ali.fasta,True,True,,11592,0,0.0,1896,632,0,0.40273327960793565,8.644838721888804e-07,0.40273414409180786,379,0.5996835443037974
VFG014591,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG014591.nogap.dedup/VFG014591.nogap.dedup.nt_ali.fasta,True,True,,11612,0,0.0,3150,1050,0,0.32638830110066763,7.928306240397181e-07,0.3263890939312917,708,0.6742857142857143
VFG014592,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG014592.nogap.dedup/VFG014592.nogap.dedup.nt_ali.fasta,True,True,,11612,0,0.0,3150,1050,0,0.32638830110066763,7.928306240397181e-07,0.3263890939312917,708,0.6742857142857143
VFG014605,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG014605.nogap.dedup/VFG014605.nogap.dedup.nt_ali.fasta,True,True,,11562,0,0.0,1638,546,0,0.21267709111507763,1.584070084329555e-06,0.21267867518516195,430,0.7875457875457875
VFG014681,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG014681.nogap.dedup/VFG014681.nogap.dedup.nt_ali.fasta,True,True,,11552,0,0.0,1431,477,0,0.2709220761685744,7.864054929334813e-07,0.27092286257406734,348,0.7295597484276729
VFG014683,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG014683.nogap.dedup/VFG014683.nogap.dedup.nt_ali.fasta,True,True,,11540,0,0.0,1431,477,0,0.270926210537407,7.872232456124416e-07,0.2709269977606526,348,0.7295597484276729
VFG014747,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG014747.nogap.dedup/VFG014747.nogap.dedup.nt_ali.fasta,True,True,,11616,0,0.0,1956,652,0,0.3352326862461762,3.080864416614556e-07,0.33523299433261783,436,0.6687116564417178
VFG014748,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG014748.nogap.dedup/VFG014748.nogap.dedup.nt_ali.fasta,True,True,,11617,0,0.0,1956,652,0,0.33373042257195534,1.3642653659848685e-06,0.33373178683732135,437,0.6702453987730062
VFG014759,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG014759.nogap.dedup/VFG014759.nogap.dedup.nt_ali.fasta,True,True,,11617,0,0.0,1911,637,0,0.22298980179672268,4.954935536964337e-07,0.22299029729027636,495,0.7770800627943485
VFG014760,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG014760.nogap.dedup/VFG014760.nogap.dedup.nt_ali.fasta,True,True,,11617,0,0.0,1911,637,0,0.22298980179672268,4.954935536964337e-07,0.22299029729027636,495,0.7770800627943485
VFG014771,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG014771.nogap.dedup/VFG014771.nogap.dedup.nt_ali.fasta,True,True,,11617,0,0.0,1890,630,0,0.3809799814448175,4.554536705694492e-07,0.38098043689848804,390,0.6190476190476191
VFG014772,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG014772.nogap.dedup/VFG014772.nogap.dedup.nt_ali.fasta,True,True,,11617,0,0.0,1890,630,0,0.3809799814448175,4.554536705694492e-07,0.38098043689848804,390,0.6190476190476191
VFG014783,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG014783.nogap.dedup/VFG014783.nogap.dedup.nt_ali.fasta,True,True,,11617,0,0.0,2052,684,0,0.3041943723329442,5.872955225763949e-07,0.3041949596284668,476,0.695906432748538
VFG014784,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG014784.nogap.dedup/VFG014784.nogap.dedup.nt_ali.fasta,True,True,,11617,0,0.0,2112,704,0,0.32396157766439465,5.706109906850202e-07,0.32396214827538533,476,0.6761363636363636
VFG014796,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG014796.nogap.dedup/VFG014796.nogap.dedup.nt_ali.fasta,True,True,,11617,11612,0.9995695962813119,1830,610,0,0.19513305119546398,5.644638933614813e-07,0.19513361565935733,491,0.8049180327868852
VFG014797,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG014797.nogap.dedup/VFG014797.nogap.dedup.nt_ali.fasta,True,True,,11617,11612,0.9995695962813119,1830,610,0,0.19513305119546398,5.644638933614813e-07,0.19513361565935733,491,0.8049180327868852
VFG014808,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG014808.nogap.dedup/VFG014808.nogap.dedup.nt_ali.fasta,True,True,,11617,0,0.0,2388,796,0,0.3344167683558535,1.4779357174383005e-06,0.3344182462915709,530,0.6658291457286433
VFG014809,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG014809.nogap.dedup/VFG014809.nogap.dedup.nt_ali.fasta,True,True,,11617,0,0.0,2376,792,0,0.3134560723008687,1.4854000392435445e-06,0.31345755770090794,544,0.6868686868686869
VFG014820,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG014820.nogap.dedup/VFG014820.nogap.dedup.nt_ali.fasta,True,True,,11617,0,0.0,2073,691,0,0.3126268242795534,6.643955136526842e-07,0.31262748867506707,475,0.6874095513748191
VFG014821,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG014821.nogap.dedup/VFG014821.nogap.dedup.nt_ali.fasta,True,True,,11617,0,0.0,2073,691,0,0.3126268242795534,6.643955136526842e-07,0.31262748867506707,475,0.6874095513748191
VFG014832,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG014832.nogap.dedup/VFG014832.nogap.dedup.nt_ali.fasta,True,True,,11532,0,0.0,1518,506,0,0.2727449242458517,9.139944895272226e-07,0.27274583824034127,368,0.7272727272727273
VFG014833,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG014833.nogap.dedup/VFG014833.nogap.dedup.nt_ali.fasta,True,True,,11617,0,0.0,1533,511,0,0.2798607951401271,8.98429158383571e-07,0.27986169356928553,368,0.7201565557729941
VFG014844,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG014844.nogap.dedup/VFG014844.nogap.dedup.nt_ali.fasta,True,True,,11617,0,0.0,1989,663,0,0.21465655146518384,6.491760462867715e-07,0.21465720064123012,521,0.7858220211161387
VFG014845,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG014845.nogap.dedup/VFG014845.nogap.dedup.nt_ali.fasta,True,True,,11617,0,0.0,2022,674,0,0.2274724522462604,6.385811849972248e-07,0.22747309082744538,521,0.7729970326409495
VFG014857,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG014857.nogap.dedup/VFG014857.nogap.dedup.nt_ali.fasta,True,True,,11613,0,0.0,1803,601,0,0.34811552203602225,7.641521333288822e-07,0.3481162861881556,392,0.6522462562396006
VFG014858,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG014858.nogap.dedup/VFG014858.nogap.dedup.nt_ali.fasta,True,True,,11616,0,0.0,1827,609,0,0.3566803276834625,1.0366389676734504e-06,0.35668136432243014,392,0.6436781609195402
VFG014881,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG014881.nogap.dedup/VFG014881.nogap.dedup.nt_ali.fasta,True,True,,11617,11545,0.9938021864508909,1806,602,0,0.1996537037455419,9.056113682253001e-07,0.19965460935691012,482,0.8006644518272426
VFG014882,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG014882.nogap.dedup/VFG014882.nogap.dedup.nt_ali.fasta,True,True,,11617,11545,0.9938021864508909,1806,602,0,0.19965341776300455,9.056113682253001e-07,0.19965432337437278,482,0.8006644518272426
VFG014893,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG014893.nogap.dedup/VFG014893.nogap.dedup.nt_ali.fasta,True,True,,11579,0,0.0,3888,1296,0,0.3300851824130317,4.4425536935924517e-07,0.3300856266684011,869,0.6705246913580247
VFG014895,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG014895.nogap.dedup/VFG014895.nogap.dedup.nt_ali.fasta,True,True,,11579,0,0.0,3888,1296,0,0.3300851824130317,4.4425536935924517e-07,0.3300856266684011,869,0.6705246913580247
VFG014950,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG014950.nogap.dedup/VFG014950.nogap.dedup.nt_ali.fasta,True,True,,11615,0,0.0,1965,655,0,0.27491168632296353,5.695889867778679e-07,0.2749122559119503,475,0.7251908396946565
VFG014951,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG014951.nogap.dedup/VFG014951.nogap.dedup.nt_ali.fasta,True,True,,11614,0,0.0,1929,643,0,0.2613806579231747,5.80268910896852e-07,0.26138123819208564,475,0.7387247278382582
VFG014952,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG014952.nogap.dedup/VFG014952.nogap.dedup.nt_ali.fasta,True,True,,11615,0,0.0,1965,655,0,0.27491168632296353,5.695889867778679e-07,0.2749122559119503,475,0.7251908396946565
VFG014978,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG014978.nogap.dedup/VFG014978.nogap.dedup.nt_ali.fasta,True,True,,11608,0,0.0,1440,480,0,0.252145251837813,3.589478520560533e-07,0.25214561078566505,359,0.7479166666666667
VFG014984,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG014984.nogap.dedup/VFG014984.nogap.dedup.nt_ali.fasta,True,True,,11578,0,0.0,1743,581,0,0.32911236783870174,6.937405868074127e-07,0.32911306157928855,390,0.6712564543889845
VFG014986,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG014986.nogap.dedup/VFG014986.nogap.dedup.nt_ali.fasta,True,True,,11579,0,0.0,1743,581,0,0.3291129305694519,6.93680673119978e-07,0.329113624250125,390,0.6712564543889845
VFG015000,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG015000.nogap.dedup/VFG015000.nogap.dedup.nt_ali.fasta,True,True,,11617,0,0.0,2010,670,0,0.3271303378091037,9.421772946406814e-07,0.32713127998639835,451,0.673134328358209
VFG015001,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG015001.nogap.dedup/VFG015001.nogap.dedup.nt_ali.fasta,True,True,,11616,0,0.0,2043,681,0,0.33799903318325425,9.270383719722926e-07,0.3379999602216262,451,0.6622613803230544
VFG015002,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG015002.nogap.dedup/VFG015002.nogap.dedup.nt_ali.fasta,True,True,,11617,0,0.0,2010,670,0,0.3271303378091037,9.421772946406814e-07,0.32713127998639835,451,0.673134328358209
VFG015044,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG015044.nogap.dedup/VFG015044.nogap.dedup.nt_ali.fasta,True,True,,11505,0,0.0,1701,567,0,0.24788394279919704,7.664791092286385e-07,0.24788470927830628,427,0.7530864197530864
VFG015067,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG015067.nogap.dedup/VFG015067.nogap.dedup.nt_ali.fasta,True,True,,11574,0,0.0,4833,1611,0,0.4268259719096839,5.541934909724204e-07,0.4268265261031749,926,0.5747982619490999
VFG015069,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG015069.nogap.dedup/VFG015069.nogap.dedup.nt_ali.fasta,True,True,,11574,0,0.0,4932,1644,0,0.4383312899917888,5.43069169073339e-07,0.43833183306095785,926,0.5632603406326034
VFG015094,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG015094.nogap.dedup/VFG015094.nogap.dedup.nt_ali.fasta,True,True,,11513,0,0.0,1341,447,0,0.21702186284505542,1.0363410476617782e-06,0.2170228991861031,350,0.7829977628635347
VFG015108,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG015108.nogap.dedup/VFG015108.nogap.dedup.nt_ali.fasta,True,True,,11537,0,0.0,2142,714,0,0.38587807490162573,2.5088767702047736e-06,0.38588058377839596,441,0.6176470588235294
VFG015120,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG015120.nogap.dedup/VFG015120.nogap.dedup.nt_ali.fasta,True,True,,11535,0,0.0,3048,1016,0,0.30434282515725847,8.53274355009915e-07,0.3043436784316135,707,0.6958661417322834
VFG015130,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG015130.nogap.dedup/VFG015130.nogap.dedup.nt_ali.fasta,True,True,,11534,0,0.0,1485,495,0,0.2107229744996348,1.4012152038855698e-06,0.2107243757148387,391,0.7898989898989899
VFG015146,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG015146.nogap.dedup/VFG015146.nogap.dedup.nt_ali.fasta,True,True,,11521,0,0.0,2454,818,0,0.26536468220358317,1.3794306516706284e-06,0.2653660616342348,601,0.7347188264058679
VFG015148,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG015148.nogap.dedup/VFG015148.nogap.dedup.nt_ali.fasta,True,True,,11522,0,0.0,1866,622,0,0.30462875159557756,1.7209260703183415e-06,0.3046304725216479,433,0.6961414790996785
VFG015168,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG015168.nogap.dedup/VFG015168.nogap.dedup.nt_ali.fasta,True,True,,11530,0,0.0,1884,628,0,0.2964129852337574,4.603517455617488e-07,0.296413445585503,442,0.7038216560509554
VFG015365,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG015365.nogap.dedup/VFG015365.nogap.dedup.nt_ali.fasta,True,True,,11581,0,0.0,2484,828,0,0.31125047814865847,4.171416867624674e-07,0.3112508952903452,571,0.6896135265700483
VFG015366,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG015366.nogap.dedup/VFG015366.nogap.dedup.nt_ali.fasta,True,True,,11581,0,0.0,2484,828,0,0.31125047814865847,4.171416867624674e-07,0.3112508952903452,571,0.6896135265700483
VFG015372,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG015372.nogap.dedup/VFG015372.nogap.dedup.nt_ali.fasta,True,True,,11573,0,0.0,1866,622,0,0.3573235519085753,6.482916727212478e-07,0.357324200200248,400,0.6430868167202572
VFG015373,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG015373.nogap.dedup/VFG015373.nogap.dedup.nt_ali.fasta,True,True,,11579,0,0.0,1902,634,0,0.369471764804281,1.271383189535354e-06,0.36947303618747057,400,0.6309148264984227
VFG015386,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG015386.nogap.dedup/VFG015386.nogap.dedup.nt_ali.fasta,True,True,,11586,0,0.0,7164,2388,0,0.5848300423806124,6.746816924062552e-07,0.5848307170623048,1033,0.4325795644891122
VFG015387,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG015387.nogap.dedup/VFG015387.nogap.dedup.nt_ali.fasta,True,True,,11586,0,0.0,5853,1951,0,0.4918382735026446,8.258020919867439e-07,0.49183909930473657,1033,0.5294720656073808
VFG015403,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG015403.nogap.dedup/VFG015403.nogap.dedup.nt_ali.fasta,True,True,,11588,0,0.0,4644,1548,0,0.23949110012228636,5.017219095937257e-07,0.23949160184419596,1177,0.7603359173126615
VFG015404,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG015404.nogap.dedup/VFG015404.nogap.dedup.nt_ali.fasta,True,True,,11588,0,0.0,4644,1548,0,0.23949110012228636,5.017219095937257e-07,0.23949160184419596,1177,0.7603359173126615
VFG015412,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG015412.nogap.dedup/VFG015412.nogap.dedup.nt_ali.fasta,True,True,,11581,0,0.0,2055,685,0,0.3435176040292525,7.563357298671307e-07,0.3435183603649824,450,0.656934306569343
VFG015413,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG015413.nogap.dedup/VFG015413.nogap.dedup.nt_ali.fasta,True,True,,11588,0,0.0,1956,652,0,0.3102903151345479,7.941365194796394e-07,0.3102911092710674,450,0.6901840490797546
VFG015417,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG015417.nogap.dedup/VFG015417.nogap.dedup.nt_ali.fasta,True,True,,11584,0,0.0,1887,629,0,0.2926431062196418,7.319636828899098e-07,0.2926438381833247,445,0.7074721780604134
VFG015418,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG015418.nogap.dedup/VFG015418.nogap.dedup.nt_ali.fasta,True,True,,11584,0,0.0,1887,629,0,0.2926431062196418,7.319636828899098e-07,0.2926438381833247,445,0.7074721780604134
VFG015438,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG015438.nogap.dedup/VFG015438.nogap.dedup.nt_ali.fasta,True,True,,11446,0,0.0,1872,624,0,0.4480297954273579,3.7336224650570275e-07,0.4480301687896044,345,0.5528846153846154
VFG015447,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG015447.nogap.dedup/VFG015447.nogap.dedup.nt_ali.fasta,True,True,,11588,0,0.0,2052,684,0,0.2711098847971384,1.471913204558591e-06,0.2711113567103429,499,0.72953216374269
VFG015448,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG015448.nogap.dedup/VFG015448.nogap.dedup.nt_ali.fasta,True,True,,11588,0,0.0,2052,684,0,0.27110975863314946,1.471913204558591e-06,0.271111230546354,499,0.72953216374269
VFG015473,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG015473.nogap.dedup/VFG015473.nogap.dedup.nt_ali.fasta,True,True,,11603,0,0.0,2415,805,0,0.23056245359547728,6.423697448132658e-07,0.2305630959652221,620,0.7701863354037267
VFG015474,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG015474.nogap.dedup/VFG015474.nogap.dedup.nt_ali.fasta,True,True,,11603,0,0.0,2481,827,0,0.2510292911988216,6.252813114566856e-07,0.25102991648013306,620,0.7496977025392987
VFG015483,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG015483.nogap.dedup/VFG015483.nogap.dedup.nt_ali.fasta,True,True,,11601,0,0.0,1632,544,0,0.3587704153293073,6.866378997077669e-07,0.358771101967207,349,0.6415441176470589
VFG015491,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG015491.nogap.dedup/VFG015491.nogap.dedup.nt_ali.fasta,True,True,,11603,11162,0.9619925881237611,3372,1124,0,0.19881025369865382,2.4536543040316915e-06,0.19881270735295786,903,0.8033807829181495
VFG015492,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG015492.nogap.dedup/VFG015492.nogap.dedup.nt_ali.fasta,True,True,,11603,0,0.0,3387,1129,0,0.2022467235535967,2.4427878102140132e-06,0.20224916634140694,903,0.7998228520814881
VFG015500,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG015500.nogap.dedup/VFG015500.nogap.dedup.nt_ali.fasta,True,True,,11546,0,0.0,3207,1069,0,0.4231133383252284,2.1065127378394664e-06,0.42311544483796626,644,0.6024321796071095
VFG015501,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG015501.nogap.dedup/VFG015501.nogap.dedup.nt_ali.fasta,True,True,,11550,0,0.0,3291,1097,0,0.4378399176029076,2.0520348688078863e-06,0.4378419696377764,644,0.5870556061987238
VFG015515,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG015515.nogap.dedup/VFG015515.nogap.dedup.nt_ali.fasta,True,True,,11524,0,0.0,4794,1598,0,0.6691813982160102,9.521041646846248e-05,0.6692766086324786,402,0.25156445556946183
VFG015516,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG015516.nogap.dedup/VFG015516.nogap.dedup.nt_ali.fasta,True,True,,11466,0,0.0,3759,1253,0,0.5786372256558097,0.00012192379083269518,0.5787591494466423,435,0.34716679968076614
VFG015517,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG015517.nogap.dedup/VFG015517.nogap.dedup.nt_ali.fasta,True,True,,11524,0,0.0,5505,1835,0,0.7119027509937796,8.291348529515151e-05,0.7119856644790747,390,0.2125340599455041
VFG015537,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG015537.nogap.dedup/VFG015537.nogap.dedup.nt_ali.fasta,True,True,,11489,0,0.0,4992,1664,0,0.6816882641088131,9.169514987580093e-05,0.681779959258689,444,0.2668269230769231
VFG015538,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG015538.nogap.dedup/VFG015538.nogap.dedup.nt_ali.fasta,True,True,,11524,0,0.0,5457,1819,0,0.7093790829531085,8.364279577603245e-05,0.7094627257488845,405,0.22264980758658603
VFG015547,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG015547.nogap.dedup/VFG015547.nogap.dedup.nt_ali.fasta,True,True,,11426,0,0.0,1554,518,0,0.3533070278650534,8.447846711456023e-07,0.3533078726497246,335,0.6467181467181468
VFG015549,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG015549.nogap.dedup/VFG015549.nogap.dedup.nt_ali.fasta,True,True,,11587,0,0.0,1746,582,0,0.30827473733005084,5.93152000835158e-07,0.3082753304820517,403,0.6924398625429553
VFG015550,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG015550.nogap.dedup/VFG015550.nogap.dedup.nt_ali.fasta,True,True,,11589,0,0.0,1905,635,0,0.36606774140289156,1.2682856786313567e-06,0.3660690096885702,403,0.6346456692913386
VFG015551,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG015551.nogap.dedup/VFG015551.nogap.dedup.nt_ali.fasta,True,True,,11490,0,0.0,2757,919,0,0.3353929376067186,3.4724491152041816e-07,0.33539328485163017,611,0.6648531011969532
VFG015552,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG015552.nogap.dedup/VFG015552.nogap.dedup.nt_ali.fasta,True,True,,11490,0,0.0,2757,919,0,0.3353928429035609,3.4724491152041816e-07,0.33539319014847246,611,0.6648531011969532
VFG015555,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG015555.nogap.dedup/VFG015555.nogap.dedup.nt_ali.fasta,True,True,,11572,0,0.0,1824,608,0,0.3111783263139702,1.8003226178131122e-06,0.311180126636588,419,0.6891447368421053
VFG015558,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG015558.nogap.dedup/VFG015558.nogap.dedup.nt_ali.fasta,True,True,,11575,0,0.0,2103,701,0,0.28826206314336505,2.875661530529769e-07,0.2882623507095181,499,0.7118402282453637
VFG015561,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG015561.nogap.dedup/VFG015561.nogap.dedup.nt_ali.fasta,True,True,,11566,0,0.0,2067,689,0,0.30344709369110756,7.529200120366813e-07,0.3034478466111196,480,0.6966618287373004
VFG015846,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG015846.nogap.dedup/VFG015846.nogap.dedup.nt_ali.fasta,True,True,,11548,0,0.0,1986,662,0,0.3008260804502316,5.232331202379246e-07,0.30082660368335185,463,0.6993957703927492
VFG015848,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG015848.nogap.dedup/VFG015848.nogap.dedup.nt_ali.fasta,True,True,,11548,0,0.0,1986,662,0,0.3008260804502316,5.232331202379246e-07,0.30082660368335185,463,0.6993957703927492
VFG015850,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG015850.nogap.dedup/VFG015850.nogap.dedup.nt_ali.fasta,True,True,,11514,0,0.0,3201,1067,0,0.31501424694829766,5.155154690726805e-07,0.31501476246376675,731,0.6850984067478912
VFG015851,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG015851.nogap.dedup/VFG015851.nogap.dedup.nt_ali.fasta,True,True,,11584,0,0.0,3201,1067,0,0.31501405163441676,5.124003030820825e-07,0.31501456403471984,731,0.6850984067478912
VFG015852,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG015852.nogap.dedup/VFG015852.nogap.dedup.nt_ali.fasta,True,True,,11617,0,0.0,2727,909,0,0.23769213454013044,5.366236316610342e-07,0.2376926711637621,693,0.7623762376237624
VFG015853,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG015853.nogap.dedup/VFG015853.nogap.dedup.nt_ali.fasta,True,True,,11617,0,0.0,2727,909,0,0.23769213454013044,5.366236316610342e-07,0.2376926711637621,693,0.7623762376237624
VFG015854,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG015854.nogap.dedup/VFG015854.nogap.dedup.nt_ali.fasta,True,True,,11617,0,0.0,2727,909,0,0.23769213454013044,5.366236316610342e-07,0.2376926711637621,693,0.7623762376237624
VFG015856,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG015856.nogap.dedup/VFG015856.nogap.dedup.nt_ali.fasta,True,True,,11100,0,0.0,1347,449,0,0.2673171612592548,5.350562143435195e-07,0.26731769631546914,329,0.732739420935412
VFG015858,/data2/B_Li/vfdb/workflow_clade_translatorX_solved_dup_solved/final_aln/VFG015858.nogap.dedup/VFG015858.nogap.dedup.nt_ali.fasta,True,True,,11048,0,0.0,1347,449,0,0.2673174275766084,5.37574581753536e-07,0.26731796515119016,329,0.732739420935412
